hash,block_number,block_date,block_timestamp,from_address,to_address,value_eth,gas_used,gas_price_gwei,gas_cost_eth,is_error
0xbe5ba27b25d3630b5648b5d69d128be5c634b2f471fd9242aef03002d20b464e,24781593,2026-04-01,1775008403,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0x3c7779d27348017415a9184acadc0d62052841ab,30.0,21000,0.117384581,2.465076201e-06,0
0x401201328cf7dff2bcb891afb6965ca81d4683cc7d62ece8a4dc82ec147952ba,24781590,2026-04-01,1775008367,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0,62260,0.129294096,8.04985041696e-06,0
0x2da37fb87810ebd523fc47e25cc147fb8845afc0bfd13f18a3890bab00bd1b66,24777338,2026-03-31,1774957091,0x294574b54a608e5e604c746bd5a809636e74f054,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1.017e-05,21062,0.187636047,3.951990421914e-06,0
0x7ac432047b18537752631c0f98c60e8310516459aea5a6b3eaa630ace39a2504,24751181,2026-03-27,1774642067,0x107f7a30a167fa8eff67b2d70bab4485d8636045,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-18,21000,0.1,2.1e-06,1
0x0f8f57bfefe4b4c6814be9a8f6fc4da07bcc6891d2925878a36bd791c87fd0bb,24751181,2026-03-27,1774642067,0x107f7a30a167fa8eff67b2d70bab4485d8636045,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-18,21000,0.1,2.1e-06,1
0x0d10b86b68d88f9c71b9e1fdc42f24cebd74f5c909708bf9c7598aa40bfcb83a,24751181,2026-03-27,1774642067,0x107f7a30a167fa8eff67b2d70bab4485d8636045,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-18,21000,0.1,2.1e-06,1
0xe0048a345acdcf58019642bfc8bc213f21497430a182a6b185229958376b78a9,24751181,2026-03-27,1774642067,0x107f7a30a167fa8eff67b2d70bab4485d8636045,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-18,21000,0.1,2.1e-06,1
0xb2449f2fa8a4d90d4c98430864aeab8995d38575393552a426a7ebcca7490a2f,24751181,2026-03-27,1774642067,0x107f7a30a167fa8eff67b2d70bab4485d8636045,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-18,21000,0.1,2.1e-06,1
0x0150a199fc8bed0d72badeca1d9ee23ccf666848b29fd290a39965bb1df638b8,24751181,2026-03-27,1774642067,0x107f7a30a167fa8eff67b2d70bab4485d8636045,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-18,21000,0.1,2.1e-06,1
0xb1bf2ee444336558731f0bc5b55400bac01c6f37887f3fe6b18bfdff898afc5c,24751181,2026-03-27,1774642067,0x107f7a30a167fa8eff67b2d70bab4485d8636045,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-18,21000,0.1,2.1e-06,1
0x0799522a3707d2a0568594908f411c61d6ed37634531bab90d55ebac3479c87d,24751181,2026-03-27,1774642067,0x107f7a30a167fa8eff67b2d70bab4485d8636045,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-18,21000,0.1,2.1e-06,1
0xa3f55995d956d73bdd84d3b06f764d1d8ab0dda7fe9d14f68184004be8b505b6,24751181,2026-03-27,1774642067,0x107f7a30a167fa8eff67b2d70bab4485d8636045,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-18,21000,0.1,2.1e-06,1
0x8782df1e5a6bd5ff67010de1f4185edcdc6f2cff35fd533d0b5b57f129bc61c3,24751181,2026-03-27,1774642067,0x107f7a30a167fa8eff67b2d70bab4485d8636045,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-18,21000,0.1,2.1e-06,1
0x3a43e1500426f59c652aa7c3af06a182543fd62a966e4b6e5d66d2bafd55bb6b,24735737,2026-03-25,1774455863,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0x231b0ee14048e9dccd1d247744d114a4eb5e8e63,0.0,49277,0.111124458,5.475879916866e-06,0
0xb04fc2e855e8f208efd6f6f10b64b6093e9e37406980622b10628cd7719340e8,24688092,2026-03-19,1773881843,0x4c9811813d70f948518bbf88d0af44f16bd7e646,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0.001,21000,2.0,4.2e-05,1
0xda09fbc0234841a495a4a9c840ff8555718c467ae88b58937f83576d83e5d93e,24684274,2026-03-18,1773835763,0x576bc19811bc9a651843166684d13463b5b8175c,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-05,21062,2.204626584,4.6433845112208e-05,0
0xc4e5360e8869cec11e26103b5dfebac87cafdd66d3098069a1ffe1c396e51256,24667750,2026-03-16,1773636203,0x000000009f30dcce6c4591be0e414546b5398bea,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-09,21062,0.246355737,5.188744532694e-06,0
0x437e05ac3d8b3dcffe9a1be4853e311fe54ee818ac57b487a2c8e870f6fc95a0,24667628,2026-03-16,1773634739,0x000000009f30dcce6c4591be0e414546b5398bea,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-09,21062,0.150854278,3.177292803236e-06,0
0xf2ff8d6351ba5ae53d4aee6a3bf211279a66e61b0d7d7b811d99725c0acd8ab4,24652774,2026-03-14,1773455795,0x80a6bf955864a8d72736f4b5d452bae57b4561fb,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,9.99e-06,21062,0.030533937,6.43105781094e-07,0
0xf13c5460f5c3ee27cbf1c1e63f4c07a06a574d4e89e29d90b6bb815f07ea71ca,24651709,2026-03-13,1773443003,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0xa06c2b67e7435ce25a5969e49983ec3304d8e787,0.0,96594,0.044172153,4.266764946882e-06,0
0x09ad63a51ecf47396a7bb265b72c42ea871f4335c9a87ef967e8dac90f12a91e,24650874,2026-03-13,1773432971,0xb7ae28c62d1bf2ec18c55926484e4f05e2b9a877,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0.0,21535,2.044909879,4.4037134244265e-05,0
0x6b34d500724b6df8d9f762b1b80ca51f11fcb9a45cf6aa45b7b0cb75d22ad87b,24649410,2026-03-13,1773415295,0x5a9cfe831c6549f1f103b2e12e51ab13a15f28ac,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-06,21062,0.538708351,1.1346275288762e-05,0
0x04b5e980f1c3e4de2e4db5c67eb53868d3ff380faf378f099f4fc5492061439b,24649400,2026-03-13,1773415175,0x1ee8a7e8007fdd84fa050478be987cb8391cb963,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0.0001,21062,1.432964002,3.0181087810124e-05,0
0x5c5ad061b6b4321c7aff338bed7c6f4ffc7822aa778a4471b5e9b5254b3b6df1,24649159,2026-03-13,1773412283,0xda9d41b9bb3db8636750f01fc5b50b14e68af6b2,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,2e-18,100040,0.870488692,8.708368874768e-05,0
0x2f1438a3ca0c6a6fba21ccad48998943f78e942da43fae3fffcdf6e0b045c6fe,24643676,2026-03-12,1773346115,0xda9d41b9bb3db8636750f01fc5b50b14e68af6b2,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-18,22080,0.070453827,1.55562050016e-06,0
0x64070c28121ccde020b606188dbe24b55e02073ba1c75ff33117ef009078c467,24638050,2026-03-12,1773278303,0x52ac12480565555257a77c9f79f5b7ac770cfa09,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-05,21062,0.038901354,8.19340317948e-07,0
0xf1f160954915d3fc39207909e63adaaae1378c238fc750c0fd59ba49d9ee1f33,24619744,2026-03-09,1773057215,0xe76e2ac03c3eec2215d82f468ce30bbd36afa0f9,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-06,21062,0.038756068,8.16280304216e-07,0
0x2f7d79cf42604139d9b11be504f47437c3caee931c215cba23d848e7c10b926a,24619362,2026-03-09,1773052619,0xfe306beff935e46c92efb78f4c0795f6a09c4201,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-05,35440,2.038461855,7.22430881412e-05,0
0xed6bd8a5ad0bd100be6cd4b2815a6aacac4d44df30ed62b622a1ecbb08ab6da6,24616030,2026-03-08,1773012479,0xaefc626213e35a7d3a73d2fc1f3dad4f33ee1ef1,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0.00513,21062,1.033755382,2.1772955855684e-05,0
0xf7cf7796d5280fac7f1108143c8d554970b25b9773db1f329d347fd102454010,24603012,2026-03-07,1772855555,0x3d7c4c93a23ea09f7b73b83f29e06100f4d4fb75,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,5.32452482324e-06,21062,0.109231101,2.300625449262e-06,0
0xbd2db7f4075a9c5f8365b24510dabb45758097971c79dd8255406c8e3c5d6b40,24599753,2026-03-06,1772816243,0x7812d0936a6b2df877506a6101281759e05d0d61,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1.337e-15,143880,0.212257299,3.053958018012e-05,0
0x0a8f9c645277444acbce916e4988a1ac433f1f5991b4808859f38cf7d1c46a44,24592710,2026-03-05,1772731079,0x205300d1d710f2cfd8c5caf853930e76359f4cca,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1.25e-05,21062,0.135823628,2.860717252936e-06,0
0x389ede5745659aa48c8937b05dfbea84233ba60cee54701accb4304e1b32ac3d,24592255,2026-03-05,1772725571,0x7812d0936a6b2df877506a6101281759e05d0d61,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1.337e-15,143880,0.392435445,5.64636118266e-05,0
0xaaec25381dc9c2dc4209c3e3332560ef548b0309688b8f9181857bf028c3458e,24585785,2026-03-04,1772647655,0x7812d0936a6b2df877506a6101281759e05d0d61,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1.337e-15,143880,0.186528465,2.68377155442e-05,0
0x1c700b143ab0e6822310e225d3c66d3562353ffa8588b0f2d83b870ce79ecb07,24582903,2026-03-04,1772612975,0x8f3de1d2e34c4f08b30e30cf950ee4689bec842b,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,5e-05,21062,1.861963117,3.9216667170254e-05,0
0x8c62593412d95687d46f1783af77555127140e1ee47daa7c9c611b4f52591234,24575975,2026-03-03,1772529359,0x9a26be25ca0da8a7ff5dfbb1aebe587903c2b472,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,5.123456789e-06,21062,0.098306576,2.070533103712e-06,0
0xa9fcfe7aeb03ec7c73fd9fd589f2b3a8dad390a4c094871d6c0ccdbd9ee60947,24575051,2026-03-03,1772518223,0x7812d0936a6b2df877506a6101281759e05d0d61,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1.337e-15,143880,0.051022022,7.34104852536e-06,0
0x3f65b905a3ee1ded39839677e70491611b6625d1fa5ccb346b6a297fbf5c6e5f,24575049,2026-03-03,1772518199,0x7812d0936a6b2df877506a6101281759e05d0d61,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1.337e-15,143880,0.047296845,6.8050700586e-06,0
0x91fff5c10e5a80978b8a3611f1a70bf124bce3291c0d68e1008c6195adf66a82,24572435,2026-03-02,1772486747,0xe8ccb4a1e36d60f76b83b3d554ed56b3e37095b9,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1.337e-15,143880,0.091789674,1.320669829512e-05,0
0xebe0a18ed67f6ef235d81a7da09fa48fa088eb46c0b60933c71391838a4b0b76,24572428,2026-03-02,1772486663,0xe8ccb4a1e36d60f76b83b3d554ed56b3e37095b9,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1.337e-15,21062,0.097689828,2.057543157336e-06,0
0x3f9a9d8b4b7de2c55b9ac71b5da16beda648db6a00a80984a230652d8a223da8,24552695,2026-02-28,1772248715,0xab58c2e38dc15e5ba6e4a59576ea2f1d64eaec9b,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-09,21000,0.048992112,1.028834352e-06,1
0x1b615b2cc2610ba6652dfe5c53f6e50ee121aff79b8c3b1aee156d01ecad9202,24551830,2026-02-28,1772238227,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0xab5801a7d398351b8be11c439e05c5b3259aec9b,0.01,21000,0.08022243,1.68467103e-06,1
0x2aefaa99946aa8e44a6a8e4a10b91b48462e8fd4b52565d70baffbb56162bf78,24549317,2026-02-27,1772207975,0x5255bc25bd0f0f7614155b7692dcdf51afa3a5e3,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-08,21062,1.275909277,2.6873201192174e-05,0
0x560670425138438e649fb5a5be25d7a30f5e30ac81899e30840525c9219d1d6a,24542235,2026-02-26,1772122667,0x5ffb9fc3e072b2070eb3485a1fb3b63b930a4030,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0.00025,21062,0.28023442,5.90229735404e-06,0
0xa3e4916122815850f8aa6c0bdb8f9b075be3d2caa103003f955dfdf2816acf47,24539890,2026-02-26,1772094443,0x5931f36512899f6519aecd95f7189b817ab63ad9,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0.001,21062,0.062203661,1.310133507982e-06,0
0x95060cbd9d9d049c73da8e81b8f1349e561a1edd209d12693f9e771cba4bed04,24539888,2026-02-26,1772094419,0x5931f36512899f6519aecd95f7189b817ab63ad9,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0.001,21062,0.059049965,1.24371036283e-06,0
0xd62d9036c6774e60955860ebdd8263bb2e04ea1d9f8a091203b8e450edd972a9,24539886,2026-02-26,1772094395,0x5931f36512899f6519aecd95f7189b817ab63ad9,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0.0001,21062,0.059204928,1.246974193536e-06,0
0xa4f6ba45916ce0398da55fb2be4a603c19d0a7bc692edac71970a76a854a769a,24539839,2026-02-26,1772093831,0x5931f36512899f6519aecd95f7189b817ab63ad9,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0.001,21062,0.041188673,8.67515830726e-07,0
0x8ef436c3847ca66207fa7f1d903e0366f907701f63219042fca1540bf9af8fbb,24539834,2026-02-26,1772093771,0x5931f36512899f6519aecd95f7189b817ab63ad9,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0.001,21062,0.042372579,8.92451258898e-07,0
0xa0993bcb4b1fe0877c1eb2b3414291fb4a94560fa191ddab5d4946f9ca6a173a,24538816,2026-02-26,1772081507,0xffe90d7897d56ef6c2a5953da34558015cccc85a,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-07,21062,0.158983234,3.348504874508e-06,0
0x4ca68d2dc44ba9a463bb332e8818b8ec73fd1069ee5ed2f57e2f19e1c2b04cd6,24528578,2026-02-24,1771958003,0xa2c9e39615847143e0e35acb123f5c461fa77b03,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-14,21062,0.102654259,2.162104003058e-06,0
0xcaab52cbea59d452ddb32d501f985380ce24456dd31eb0dc2964b9688117ae04,24527088,2026-02-24,1771940039,0x91823319e6785b25b791f3434eb746aca406d738,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-18,21062,0.120883787,2.546054321794e-06,0
0xd4ec305791d2290c444f9351549a1ef99d4dd107da71bf50adf7de5850002c77,24521639,2026-02-23,1771874411,0x0aac462cbc882f078f14713ca1668bf274a71d60,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0.002705358244144216,21062,2.042155135,4.301187145337e-05,0
0x6dbb4d68a6655347f783c143110089b3158ce66b251964f38a977bfd9c9075e2,24521618,2026-02-23,1771874159,0x0aac462cbc882f078f14713ca1668bf274a71d60,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0.001207774461319586,21062,2.045217897,4.3076379346614e-05,0
0x4dda49379b9dc02f75e12b4e0b1a19e5126898a224cd32793176e955b7eafa53,24519211,2026-02-23,1771845155,0xf0e9286cfcb75c94ac19e99bcd93d814da55e304,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,9.99e-12,21000,0.041587378,8.73334938e-07,1
0x47223a920c214b38bea1646734a2ad8fe5af5ff3d395c1ab4fe83a890b8013a7,24507269,2026-02-21,1771701335,0xf8fc9a91349ebd2033d53f2b97245102f00aba96,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,5.05e-05,21062,1.042032911,2.1947297171482e-05,0
0xf785ec7ad1a98986091692f1a3ff558f27508a3023229df937cf3d96d44700de,24486736,2026-02-18,1771453991,0x159cf78afdbbac12e34cd80ee8e3ea6a636a107c,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-15,21062,0.05160767,1.08696074554e-06,0
0xb20db7e11c5efb16d18e165f21fd07bfc753814de800697a6a7f88e3c05af384,24477825,2026-02-17,1771346663,0xeba88149813bec1cccccfdb0dacefaaa5de94cb1,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0.00529127,21062,1.0,2.1062e-05,0
0xaaee8bf6e39e59c8ea73b72f5845d201c77e1b11dc71166bbffe699c66aaebdd,24475035,2026-02-17,1771313039,0xf0e9286cfcb75c94ac19e99bcd93d814da55e304,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,9.992e-07,21000,0.048193865,1.012071165e-06,1
0x9e6639a029419f62ec7272590260737dc4ab7295701dba27ae0bad62050f981d,24472762,2026-02-16,1771285643,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0xf20784fb0047fe897919b1cd4264dad364c9d5a3,0.0,96582,0.034709347,3.352298151954e-06,0
0x8a2e2f289a9d93d25ada33c3e010d019649a73acaf6166f287a7cc058b0565b4,24468249,2026-02-16,1771231259,0x3fe1ff4ae506529d2961f24046e246817cf77fc4,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-09,21062,0.033643566,7.08600787092e-07,0
0xb53e0db74881ddc6a7ab765b8132a3d0f75ff9674098ac0b9dadfe560efda7f7,24468223,2026-02-16,1771230947,0x3fe1ff4ae506529d2961f24046e246817cf77fc4,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-09,21062,0.033725632,7.10329261184e-07,0
0xa733ff05dfc20f2c8b2cb9f07d1dff5d41ba674acdcb08cb57164f7c93e71f44,24466681,2026-02-16,1771212371,0x797046871a75527de3f62ee50a7321f95a617539,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0.0003,21062,1.033397286,2.1765413637732e-05,0
0x99a585a0de6dd852aea3fd88b660ede2373743c41dd620aa45d896fdfbbb2a5a,24464759,2026-02-15,1771189271,0xac45129f704fb0024e7cc589d962408103512a07,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-05,21062,0.035767533,7.53335780046e-07,0
0xe22ec8899a7b6128e7a0f194320a4ca1915e1532f5216bdfd10ab43b19c486c9,24453755,2026-02-14,1771056767,0xd1103b7c4e9bf7b9627cb2d1366b510a66c92b83,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0.000148564193257738,21062,0.05807129,1.22309750998e-06,0
0x4a8913adf8dcb69a537601d4b7969545f50f253e2ccd4f09db82f4863f56ed1f,24453437,2026-02-14,1771052939,0x3fe1ff4ae506529d2961f24046e246817cf77fc4,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-09,21062,0.050592114,1.065571105068e-06,0
0xa3003812905c167fa46359e4898dbd1cca3adad3e3748c4d6eaa26123d9d6953,24453416,2026-02-14,1771052687,0x3fe1ff4ae506529d2961f24046e246817cf77fc4,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-09,21062,0.047034417,9.90638890854e-07,0
0x86ea2ab68bbb6f05f8b0b7cae0d11c67c6e3eedf3440a136f5a0bb0024edfb85,24453323,2026-02-14,1771051571,0x3fe1ff4ae506529d2961f24046e246817cf77fc4,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-09,21062,0.038161106,8.03749214572e-07,0
0xb10bf9cc5b1930c4034f494467e44af0f62c54b3a97f134beaf8d71936354a5d,24453288,2026-02-14,1771051151,0x3fe1ff4ae506529d2961f24046e246817cf77fc4,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-09,21062,0.038328471,8.07274256202e-07,0
0x20603da71d9f533f3ada71c4500255d268f4df53bdcf5b7031da6466cb696743,24433095,2026-02-11,1770807659,0x406d78220203d44e89f02633f12f1f68e8b2cdbc,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-08,22280,0.110177243,2.45474897404e-06,0
0x0230b5e0a710598d72157e65de0729c67d9a584fa91291837adcc3d917070555,24433087,2026-02-11,1770807563,0x406e728afa900c7ecba956314ee91d2b0d6fcdbc,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0.0,21000,0.101592134,2.133434814e-06,1
0xa1dbda2c0554a599136eee7bf623d7c1f42cfea4abcbd47e3192b8240360fefd,24433087,2026-02-11,1770807563,0x406d78220203d44e89f02633f12f1f68e8b2cdbc,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-08,22280,0.113621448,2.53148586144e-06,0
0x9e761ad88299b11b301faa5031b74871e9b6846129ecea8092428e117fc86227,24433077,2026-02-11,1770807443,0x406d78220203d44e89f02633f12f1f68e8b2cdbc,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-08,22280,0.115677847,2.57730243116e-06,0
0x767964464d72436f2af9ff9a340554075b3ead3d8c785d23ec7e328e78f6a1d7,24433076,2026-02-11,1770807431,0x406dd8e4a1d2e45056550dad89a4893208c2cdbc,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-09,21062,0.094846218,1.997651043516e-06,0
0x04af429233d7bff8538e874a6b36e299803bf487fb2045803aff083338216b96,24433071,2026-02-11,1770807371,0x406da1154f16728d546c7b2c2a3da8a208c2cdbc,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-09,21062,0.095188699,2.004864378338e-06,0
0x751120f892f594f6eae405f1c5b616285b7b731a1375325f213faac65ef38969,24433068,2026-02-11,1770807335,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0,45160,0.148324621,6.69833988436e-06,0
0xa22f571637b59f79c60f0369a77f4645a65f91a53610af9b43bbb7430dad462b,24421179,2026-02-09,1770663839,0x15c7377dcd29d256a4c8a40543d001c3a0714a7f,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0.0001,21062,2.191043397,4.6147756027614e-05,0
0xa1f008377df76027aefc559f8dc1fc87dc1590e43526192faaf0e67127ce12c6,24414894,2026-02-08,1770587975,0x5255bc25bd0f0f7614155b7692dcdf51afa3a5e3,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-07,21062,1.044057583,2.1989940813146e-05,0
0x0cb79b407da45f49d8cc91a1b13e8b0f65b649e67c0e103362e4ffea2aa93f02,24408843,2026-02-08,1770514427,0x3c7776ed1938dfe9905ef0760019dbec4bd641ab,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-09,21062,0.087302784,1.838771236608e-06,0
0x14d472573367bdbf05a20099f3890e121c79811e1c7486490186a5c6f0f6caa2,24408829,2026-02-08,1770514259,0x3c77c73feaf9a35564119e4c11c83bbba35c41ab,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-07,21062,0.10430764,2.19692751368e-06,0
0x64fa6027ec0197181fe27088f52344eceba00a570ac6d297866e6895e7d72aad,24408519,2026-02-08,1770510431,0x3c7776ed1938dfe9905ef0760019dbec4bd641ab,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-09,21062,0.077593165,1.63426724123e-06,0
0x860540721ae297559b26e3aec015ffd0f2e3d9d26cc101a30107cfb55086f7df,24408508,2026-02-08,1770510299,0x3c77c73feaf9a35564119e4c11c83bbba35c41ab,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-07,21062,0.089509852,1.885256502824e-06,0
0x2c0fe61f80a1bff3924b35d412d6dc4b6cbd033318bac79e72a7bd90d37e81f9,24408239,2026-02-07,1770507035,0xea95d5d5ef879d50711855ed9b012d91101780c8,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1e-08,21062,0.981358404,2.0669370705048e-05,0
0x30c4ca6e1c342c9538464b457cfc4a91316375fd3cb52dcb5b1e960f963b1ac2,24408197,2026-02-07,1770506507,0xea95d5d5ef879d50711855ed9b012d91101780c8,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,6e-09,21062,0.972643566,2.0485818787092e-05,0
0x6d9e296f5880a91fc5d3791167aae70317d305dc275e4e6d15ad61098d5df2de,24398720,2026-02-06,1770392195,0x81ea4f3505bf366f87a84f9cff55226cf4a4e98d,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1.033e-05,31480,0.619195254,1.949226659592e-05,0
